,AveExpr,Coef,t,P.value,P.value.adj,F,F.p.value,F.p.value.adj
STRN3,14.6215055660165,0.125144301542985,0.503865839086191,0.620639884499498,0.773797527615741,0.253880783798031,0.620639884499498,0.773797527615741
SLC38A10,12.7199663192034,-1.19288437973822,-3.84422532696143,0.00125081116135236,0.00932694412256178,14.7780683644517,0.00125081116135236,0.00932694412256178
SPECC1L,13.6719094588794,0.471583973301998,2.53782908703098,0.0209168880476973,0.07503660407372,6.4405764749805,0.0209168880476973,0.07503660407372
ACADM,17.0978084673824,-0.943813251830196,-3.54938178340143,0.00237893586834077,0.0151596474467226,12.5981110443419,0.00237893586834077,0.0151596474467226
RELA,15.7204479000212,-0.464595723493881,-1.61265132737319,0.12473173918405,0.267910476768493,2.60064430367851,0.12473173918405,0.267910476768493
UBE2Q1,13.3989869805379,-0.85497843975879,-2.85087420364995,0.0108364736704274,0.0465912413575348,8.12748372503676,0.0108364736704275,0.0465912413575349
CAPZA1,16.9777583324751,-0.621795580041038,-1.61320533354224,0.124704032784721,0.267910476768493,2.60243144816912,0.124704032784721,0.267910476768493
NDUFAF4,15.4742035734594,0.576536989543504,0.98995206089569,0.335776962612011,0.519684543125653,0.980005082871625,0.335776962612011,0.519684543125653
PRDX1,21.290468329828,0.213378905996482,0.880246106307109,0.390693959737258,0.573078984981603,0.774833207668827,0.390693959737258,0.573078984981603
ATP2A2,17.2706356102447,-0.629784747899009,-2.49125531266359,0.0230299741695786,0.0806291176953152,6.20635303287454,0.0230299741695786,0.0806291176953152
PDPR,14.7540119603989,0.648335647896806,3.18398306855467,0.00528089948372422,0.0274255445121478,10.1377481808428,0.00528089948372422,0.0274255445121478
ZZEF1,12.1302691239369,0.426482813192873,1.92398712812476,0.0707766857799538,0.180224425156294,3.70172646918975,0.0707766857799538,0.180224425156294
GSTO1,18.6381807608415,0.919131169156792,3.17856286843493,0.00537740111104608,0.0277536115194073,10.1032619085933,0.00537740111104608,0.0277536115194073
HARS2,15.5379899125835,-0.470307990874224,-0.710273317467195,0.486954248331732,0.666160734433729,0.504488185505855,0.486954248331732,0.666160734433729
STAP2,12.8545556130967,1.76684990938668,4.57814882456365,0.000253288112722523,0.00277506011219677,20.9594466598535,0.000253288112722523,0.00277506011219676
CTSB,16.9763883192612,-1.02140411157802,-2.80115358686232,0.0120882866851287,0.0500771809941154,7.84646141719164,0.0120882866851287,0.0500771809941154
GDI2,18.3157844129104,0.641687987729988,3.22931151474461,0.00478489385821277,0.0255126250967247,10.4284528592622,0.00478489385821277,0.0255126250967247
NDC1,13.7333449357938,-0.00807310457187072,-0.0263776578444152,0.979255558862104,0.993904305515592,0.000695780833357041,0.979255558862104,0.993904305515592
CDH1,15.5924028797347,0.00770127546649491,0.0247482497070177,0.980537263225468,0.994067404032963,0.000612475863560904,0.980537263225468,0.994067404032963
SHCBP1,13.5450219737187,-0.467527791977819,-1.98964875466256,0.0624909290428813,0.164751810817011,3.95870216693028,0.0624909290428813,0.164751810817011
TOMM70,17.3459485463385,0.555426484733484,2.3903163560509,0.0283195304753746,0.093512474722387,5.71361228200448,0.0283195304753746,0.093512474722387
ELOB,17.2460734595989,-0.824429789822883,-1.80011288819473,0.0892203473964265,0.211755275815937,3.24040641024478,0.0892203473964265,0.211755275815937
NT5C,13.1753221474032,0.124446405643246,0.338392843219353,0.739119647181621,0.865174886593444,0.114509716342077,0.739119647181621,0.865174886593444
FDFT1,14.5295614391039,-0.781221281641514,-4.03306752672382,0.000819868174335043,0.00683547746694006,16.2656336751142,0.000819868174335045,0.00683547746694006
TCEA1,16.2607207239536,-0.590819217089107,-2.9439402559017,0.00887132620329149,0.0404759321567528,8.66678423031859,0.00887132620329149,0.0404759321567528
L2HGDH,14.2195800204786,0.322378890269986,1.06446594343074,0.301621139480762,0.484222112097008,1.13308774472389,0.301621139480762,0.484222112097008
LMAN2L,14.3613662545276,-0.467888425560723,-1.31754121873215,0.204758118300938,0.374852165273539,1.73591486305819,0.204758118300938,0.374852165273539
VPS35,17.2449936018323,-0.0973883744210298,-0.535847895279918,0.59880914242199,0.760460212389492,0.287132966875918,0.59880914242199,0.760460212389492
KNOP1,13.1648789107966,-1.23970976125474,-4.80845815308357,0.000151714772989589,0.00185322006321757,23.1212698099559,0.000151714772989589,0.00185322006321757
SND1,17.9595785401918,-0.102574351386938,-0.501630351453772,0.622179827522134,0.774778269765848,0.251633009499635,0.622179827522134,0.774778269765848
LIG1,14.6551425120882,1.45369473697355,2.62372244469911,0.0175581308301091,0.0658561723928115,6.88391946681788,0.0175581308301091,0.0658561723928115
SRPRA,16.4890411535808,-0.441459779068218,-1.63601762121356,0.119706370048326,0.260589553272957,2.67655365692129,0.119706370048326,0.260589553272957
TGOLN2,14.7977512871001,-0.477880093770503,-1.67802730111935,0.111110278870313,0.246604599394085,2.81577562330189,0.111110278870313,0.246604599394085
RAB27A,15.967427238772,0.022067103458296,0.0253473897776633,0.98006656383932,0.994067404032963,0.000642490168540791,0.98006656383932,0.994067404032963
TBC1D10B,12.4764954935229,-0.403133019662933,-0.640445665034648,0.530234735819414,0.703226105695193,0.410170649861673,0.530234735819414,0.703226105695193
SEC24C,15.8767259831372,-0.0544900151692147,-0.340206987729292,0.737750313306247,0.864389662023037,0.115740794499838,0.737750313306247,0.864389662023037
ALDH1A3,16.8852868588467,2.3564473697997,9.57604239461666,2.23991683670372e-08,4.66276021507158e-06,91.7005879434955,2.23991683670372e-08,4.66276021507158e-06
ABCB10,14.1820929234865,0.46230526068693,1.26440365657532,0.222774691185123,0.396361238305155,1.59871660676104,0.222774691185123,0.396361238305155
EXOC4,14.4310768569912,-0.495331338287382,-1.78142576353081,0.0922061279533367,0.216171663657846,3.17347775097134,0.0922061279533367,0.216171663657846
LPCAT1,15.1360085912438,0.45220864838463,1.19769363605056,0.247111742185744,0.424488312037301,1.43447004583602,0.247111742185744,0.424488312037301
OSBPL3,14.0678885089087,1.09912021441723,4.32256311011529,0.000434808590835432,0.00426778726878943,18.6845518409296,0.000434808590835432,0.00426778726878942
DLST,17.0590361426179,0.882033240805796,4.56634368400556,0.000255804395599513,0.00279649619346863,20.8514946404574,0.000255804395599512,0.00279649619346863
MRPS31,15.2466086255036,-0.235647601433969,-0.674966494135767,0.508575274781135,0.68592322324279,0.455579768205928,0.508575274781135,0.68592322324279
AHSA1,16.9899055381421,0.566955013462866,2.15715249065458,0.0451778013072173,0.132225129074902,4.65330686793728,0.0451778013072173,0.132225129074902
EDC4,15.4843866958074,-0.226159596064525,-1.36815222058267,0.18857648090901,0.355680417851251,1.87184049868528,0.18857648090901,0.355680417851251
CHP1,15.7118833525833,-0.244832486203594,-1.23813834779934,0.23201877599682,0.406867604380524,1.53298656829127,0.23201877599682,0.406867604380524
EIF4B,16.9165996189681,-0.658760724407216,-3.70362105032923,0.00169197992012259,0.0115322396738506,13.7168088844418,0.00169197992012259,0.0115322396738506
TRAPPC8,14.1379081319893,-1.06552406162989,-2.01155634112244,0.0600320525047385,0.160987726416357,4.04635891350988,0.0600320525047384,0.160987726416357
PDE5A,15.0107653364609,-1.22799805068485,-2.15969143825181,0.0450390809370685,0.132051202090137,4.66426710845816,0.0450390809370685,0.132051202090137
AGL,13.9433023408354,-0.203269738223845,-0.4932328101507,0.628020721066572,0.780107290514319,0.243278605009157,0.628020721066572,0.780107290514319
ARMC9,13.0333892051087,-2.32044684649382,-6.92597826500461,2.1675535393545e-06,9.58327210850891e-05,47.9691749273163,2.1675535393545e-06,9.58327210850891e-05
KANK2,13.6008252561131,-1.89987919497046,-5.21314435056598,6.54979344602287e-05,0.000994613010830707,27.1768740198379,6.54979344602287e-05,0.000994613010830707
SMARCA1,15.4859624373548,-1.31776666795838,-5.13871649302861,7.50522113125005e-05,0.00109000246429434,26.4064071957243,7.50522113125004e-05,0.00109000246429434
SLC12A2,13.4306338386126,0.704477444775213,2.16026006460755,0.0449815596168698,0.131977588377658,4.6667235467382,0.0449815596168698,0.131977588377658
RCN1,17.5765376655783,0.634901629122201,2.69610307245665,0.0150281254968436,0.0588866784174357,7.26897177731016,0.0150281254968436,0.0588866784174357
FASTKD5,13.9566666982646,1.22400491988934,4.24900717056958,0.000510653171743429,0.00484103082738173,18.0540619355517,0.000510653171743429,0.00484103082738173
HNRNPR,17.8422471569438,0.408231702837622,1.41045857096803,0.176040227728497,0.339705283017215,1.98939338041717,0.176040227728497,0.339705283017215
SUCLG1,16.5476489881148,0.0446470691882297,0.126927674480018,0.90045419485098,0.965794151454593,0.0161106345489054,0.90045419485098,0.965794151454593
ISG15,15.7181187032544,0.876675337655735,1.21307815167674,0.241326223914367,0.417185403002137,1.47155860207547,0.241326223914367,0.417185403002137
UPP1,16.6337201058096,-1.08140117404085,-5.31424710501616,5.1872502548536e-05,0.000841661608132076,28.2412222931726,5.1872502548536e-05,0.000841661608132076
PUM1,14.2680951775684,-0.210208913294315,-0.671299299820711,0.510836900351264,0.687352855953384,0.450642749939777,0.510836900351264,0.687352855953384
ADRM1,15.2138909713028,-0.966990131011888,-0.911112134937199,0.374697275029813,0.560200792426952,0.83012532242982,0.374697275029813,0.560200792426952
VPS37B,14.1442720889497,-0.500845769548485,-1.93651404580733,0.0691240117775639,0.176827221116594,3.75008664960906,0.0691240117775639,0.176827221116594
NKAP,12.834111325502,-0.809896262393853,-2.66685049321543,0.0160145820907805,0.0614507312792163,7.11209155316336,0.0160145820907805,0.0614507312792163
TKFC,14.0692404761968,-0.889216644475008,-3.83771358085089,0.00125972119016791,0.00933763659655623,14.7280455286474,0.00125972119016791,0.00933763659655623
SNX1,16.0060262401257,0.760061751006406,3.197214923952,0.00513111753741654,0.0268993318121018,10.2221832699414,0.00513111753741654,0.0268993318121018
TIMELESS,12.8695265641191,0.178867703446594,0.592613289950411,0.561040393935728,0.728823190121447,0.35119051142585,0.561040393935728,0.728823190121447
TMEM209,13.5992718303318,0.194906138661715,0.75963097780277,0.457587240667525,0.637330876602998,0.577039222437593,0.457587240667525,0.637330876602998
CUL4A,15.4555080951588,0.494791990768473,1.53448165244115,0.14290928245402,0.295274927684155,2.35463394167854,0.14290928245402,0.295274927684155
MAT2A,16.9779928273707,0.383145464216689,0.565975416370559,0.578643728518964,0.742972004030003,0.320328171935827,0.578643728518964,0.742972004030003
STT3B,15.595950554321,0.119337576986693,0.323997138819251,0.749805709397004,0.87101022560541,0.104974145963061,0.749805709397004,0.87101022560541
SLC25A13,15.8268634013021,-0.751433547508411,-3.20413688640839,0.00505443053028377,0.0266745445097204,10.2664931868428,0.00505443053028377,0.0266745445097204
MTPAP,14.1211226052394,0.398603183677061,1.43102550120047,0.170039212390167,0.331091940852011,2.04783398508605,0.170039212390167,0.331091940852011
MMS19,14.6714907906643,0.274564202816469,1.34436339005922,0.196000143886302,0.363966950956044,1.80731292453152,0.196000143886302,0.363966950956044
MCAT,13.6034816949129,0.764388437656482,3.46990446672581,0.00282757705429624,0.0172011704346393,12.0402370082037,0.00282757705429624,0.0172011704346393
SLC20A2,13.7199949455015,1.05259926634714,2.9660103575332,0.00850515000298346,0.0391788879658582,8.79721744099422,0.00850515000298346,0.0391788879658582
SNW1,15.3004478738603,0.216398919111995,0.884450846283939,0.388443680202982,0.571034866231206,0.782253299492375,0.388443680202982,0.571034866231206
ITPA,16.5701238833863,-2.10541448372036,-4.30811688692146,0.0004549077572768,0.00444263466539583,18.5598711113778,0.0004549077572768,0.00444263466539583
PITPNA,14.5865006009678,-0.100973456935687,-0.299990256238646,0.767742036527311,0.88317734618707,0.0899941538381286,0.767742036527311,0.88317734618707
HADHA,17.9215732765099,-0.590845543665736,-2.7409543768538,0.013671487603886,0.0548616482482046,7.51283089599402,0.013671487603886,0.0548616482482046
RTRAF,16.4043184688073,0.490558128990436,1.56048823267084,0.13666327528388,0.285916969563762,2.43512352430415,0.13666327528388,0.285916969563762
CLPX,15.4552662991362,0.609319514862504,3.05328093161299,0.00701023061530498,0.0338387557044094,9.3225244473515,0.00701023061530498,0.0338387557044094
TPP2,15.9049477455157,0.304071300300663,1.25539022271379,0.225842597418412,0.399119072056026,1.57600461128538,0.225842597418412,0.399119072056026
TOMM5,16.0416088497151,0.861022724449343,2.81194571637975,0.0118056675135056,0.0494393251445715,7.90703871186643,0.0118056675135056,0.0494393251445715
CAND1,17.0844107036567,-0.862625626511615,-4.79642735907948,0.000155686049990753,0.00188887222345815,23.0057154109261,0.000155686049990752,0.00188887222345816
TOE1,13.5729291655666,0.431847248195377,1.01868567741857,0.322320383283232,0.506786961800364,1.03772050937774,0.322320383283232,0.506786961800364
SLC20A1,12.778384969607,-0.163496208509796,-0.478392077509112,0.638332113014953,0.788992389070436,0.228858979823484,0.638332113014953,0.788992389070436
GTF2B,14.1912832026347,-0.0559447532288697,-0.226804657726457,0.823203970802964,0.919020449648465,0.0514403527664152,0.823203970802964,0.919020449648465
ZNFX1,13.0549884631195,-0.249571913142336,-0.580027865577821,0.569337928487443,0.735893423185509,0.336432324846763,0.569337928487443,0.735893423185509
PAPSS2,14.2817959488161,-2.69533127676465,-7.3843529678179,9.30575206194644e-07,5.28312923880505e-05,54.5286687533211,9.30575206194642e-07,5.28312923880504e-05
RB1,14.7468642272561,1.0135647600314,5.53048388371718,3.30691142909046e-05,0.000609643154971806,30.5862519880554,3.30691142909046e-05,0.000609643154971806
POLDIP3,14.6452064278381,0.503739025400746,1.85601781039481,0.0803715140949101,0.19606254121981,3.44480211250275,0.0803715140949101,0.19606254121981
RAI1,11.18973310298,0.0438362306231852,0.133156183545308,0.895599074735319,0.963275129683025,0.0177305692163516,0.895599074735319,0.963275129683025
SDE2,13.1161423932396,0.298213599864233,0.801234573817642,0.433810984073105,0.615540947580014,0.641976842280739,0.433810984073105,0.615540947580014
GAPVD1,14.8791508802482,0.868559173560739,3.36306311869399,0.00357324809502081,0.0205194798652,11.3101935403197,0.00357324809502081,0.0205194798652
EPS8,13.5810359461546,0.0381325011855296,0.0789033299864471,0.938010641647622,0.980888398506797,0.00622573548295016,0.938010641647622,0.980888398506797
VANGL1,13.067093610857,0.865006862062941,2.77195449956146,0.0128419706070814,0.0525458518861413,7.68373174763903,0.0128419706070814,0.0525458518861413
TRIM56,15.5853664269631,-1.3296407309373,-1.08431098790565,0.293036103531784,0.476793946551987,1.17573031849293,0.293036103531784,0.476793946551987
USP48,13.4063654673922,-0.62614510587029,-2.2131121563985,0.0404401375623068,0.122151709347814,4.89786541679884,0.0404401375623068,0.122151709347814
PSME2,16.9873447201429,-0.499620129375554,-0.804109394702956,0.432192781769749,0.614068434355517,0.646591918649554,0.432192781769749,0.614068434355517
RPL35,18.0292479431116,-2.25658065255535,-1.94834778288592,0.0677029516659087,0.174020178336394,3.79605908307647,0.0677029516659087,0.174020178336394
PLEKHG2,13.6408541415366,-3.16726077718321,-5.85140073384322,1.7591553249917e-05,0.000390610666829269,34.238890548021,1.7591553249917e-05,0.000390610666829269
PSAP,20.2101337882146,-0.0168202508193289,-0.0492270810258941,0.961299485983384,0.987871650064642,0.00242330550632994,0.961299485983384,0.987871650064642
RAPGEF6,12.3450927027723,-0.525283952511273,-1.03939180738691,0.312863497773919,0.497158408040235,1.08033532926302,0.312863497773919,0.497158408040235
COMMD3,13.7379114003959,0.342127402002152,1.13568391975091,0.271425137092379,0.452616817394368,1.2897779655808,0.271425137092379,0.452616817394368
NEMF,14.2485040581267,0.186991563111398,0.802144923274592,0.433228004939587,0.615063118123949,0.643436477935201,0.433228004939587,0.615063118123949
DDX50,15.1715842281734,-0.275931883590395,-0.823127143387916,0.421584042968198,0.602956049042644,0.67753829418195,0.421584042968198,0.602956049042644
ACO1,15.9133318218427,0.0719885220624885,0.364129218005996,0.720123991327192,0.851486459603001,0.132590087405658,0.720123991327192,0.851486459603001
NIPSNAP2,15.7246354682497,-1.42516741350262,-2.63618046480394,0.0171073034792521,0.0647976407750898,6.94944744301391,0.0171073034792521,0.0647976407750898
IL1RAP,13.5640602032607,0.029327266407325,0.0638448604811501,0.94982213909911,0.984468181685716,0.00407616620985752,0.94982213909911,0.984468181685716
ZYX,16.5950943544067,-0.157614974322374,-0.385383475006165,0.704628117046492,0.840581294350879,0.148520422807828,0.704628117046492,0.840581294350879
LRRC40,14.6363766994482,-0.355421913448698,-1.6111185086829,0.125042966625256,0.26807998536824,2.5957028490206,0.125042966625256,0.26807998536824
NLE1,14.9030042274326,0.237356329637732,1.07657907304049,0.296287097072706,0.479821827220499,1.15902250050872,0.296287097072706,0.479821827220499
VPS33B,13.4140605338108,-0.828901493553349,-2.21937331919628,0.0400335646568038,0.121143361008717,4.92561792996033,0.0400335646568038,0.121143361008717
EIF3F,17.8821568118634,-0.756389221174814,-2.07728827345082,0.0528945139254732,0.14768922490308,4.31512657101628,0.0528945139254732,0.14768922490308
FBXO6,13.3553942954311,0.00493958437940734,0.0217892069887377,0.982862632596987,0.995379396058002,0.000474769541198058,0.982862632596987,0.995379396058002
IRF2BPL,13.7339707324029,-0.0130278275429614,-0.0350063067234783,0.972473524683362,0.990952680068562,0.00122544151041824,0.972473524683362,0.990952680068562
ZC3H7B,13.3231286798638,0.110348031165579,0.399554512491021,0.694319140267321,0.833049573673279,0.159643808451937,0.694319140267321,0.833049573673279
KIF5B,16.99022400424,0.0957619963821053,0.451975404113424,0.656838809209878,0.802731577987415,0.204281765923493,0.656838809209878,0.802731577987415
NMRAL1,13.3702565527004,-1.19000534419428,-2.81865660660232,0.0116477067864743,0.0491071249833126,7.94482506594288,0.0116477067864743,0.0491071249833126
PHF14,14.0756447088247,1.27558339309633,1.99523843580217,0.0619336266020801,0.163974773981978,3.9809764157023,0.0619336266020801,0.163974773981978
SF3B1,16.8986555981011,0.451464860604176,2.48109119505401,0.0235171775393764,0.0819329281636852,6.15581351817453,0.0235171775393764,0.0819329281636852
WDR33,16.2775992367851,-0.403711752265259,-0.472588740180723,0.642385247763113,0.791472770022639,0.223340117345603,0.642385247763113,0.791472770022639
SPRYD4,14.8033033088992,-0.155156696176492,-0.784407049293025,0.443290809159817,0.626146701318193,0.61529441898059,0.443290809159817,0.626146701318193
USP3,14.1142893533312,0.704264981201497,2.55802050350246,0.0200589894710669,0.072724754279717,6.54346889633896,0.0200589894710669,0.072724754279717
NELFCD,13.3176604902031,0.320802613307167,1.35294570537602,0.193295464378431,0.361307877114844,1.83046208169542,0.193295464378431,0.361307877114844
NIPSNAP3A,14.3528841702744,0.559507654077676,2.25576627525168,0.0371477412532658,0.113928861449549,5.08848148856285,0.0371477412532658,0.113928861449549
RRN3,13.0969568782966,-0.56344225412305,-2.96153569038403,0.00854238113105516,0.0392980995679112,8.77069364541843,0.00854238113105516,0.0392980995679112
ENOPH1,14.9935534221711,-0.590709976941127,-1.26038734244214,0.224185211821391,0.397493635255965,1.58857625298836,0.224185211821391,0.397493635255965
XAB2,15.1702810950577,-0.212589501119107,-0.77130852559296,0.450814168855569,0.632061011069218,0.594916841652386,0.450814168855569,0.632061011069218
EIF3M,16.9636460039711,-0.249380241345143,-0.766148811988817,0.453865807890533,0.634446999502267,0.586984002111875,0.453865807890533,0.634446999502267
GOLM2,13.192653617981,0.0161057104588593,0.0753406582648196,0.940798283340305,0.981668384203877,0.00567621478777633,0.940798283340305,0.981668384203877
PSME1,17.9833452925856,0.712949197344724,1.50045812904864,0.151438712522337,0.30736240922919,2.25137459702815,0.151438712522337,0.30736240922919
POLR1B,14.8418939478111,0.127977959175199,0.38266991698077,0.706602874346257,0.842325927042209,0.14643626536207,0.706602874346257,0.842325927042209
SYNCRIP,18.2645272269055,0.231273778332767,0.771865477345273,0.450559845700984,0.632061011069218,0.595776315117446,0.450559845700984,0.632061011069218
DCTPP1,14.7927244064717,-0.88729318578906,-2.72164472384356,0.0142960906485253,0.0568656599363316,7.40735000282546,0.0142960906485253,0.0568656599363316
EHD4,17.8676222535197,0.602929335552002,1.71545571512064,0.104029215116853,0.235065562516418,2.94278831054006,0.104029215116853,0.235065562516418
PHRF1,13.0331348130267,-1.12717654602053,-4.24031362869863,0.000520459686055288,0.00492465263547769,17.9802596697274,0.000520459686055289,0.0049246526354777
PTCD1,13.1840810195947,-0.391039285087428,-0.97507672947386,0.342896035679798,0.527914044071756,0.95077462836144,0.342896035679798,0.527914044071756
CAPNS1,18.2680519624586,-0.395533928373286,-0.864263212369542,0.399211708446135,0.5814757129437,0.74695090025532,0.399211708446135,0.5814757129437
PPP2R5E,14.1550363187912,0.511741887571786,1.5370307278117,0.142286708519349,0.294353787065286,2.36246345823737,0.142286708519349,0.294353787065286
SRSF5,15.0299515850226,-0.0049168808299882,-0.0152903729793926,0.987974441575112,0.9967945960678,0.000233795505848939,0.987974441575112,0.9967945960678
NIPBL,13.9798715666015,1.36918007074701,3.68270781622081,0.00178816133359493,0.0119754075370513,13.5623368596539,0.00178816133359493,0.0119754075370513
IQGAP3,12.9568713016467,-0.72442684991532,-2.04420472142029,0.0563847208587235,0.15418397934294,4.178772943077,0.0563847208587235,0.15418397934294
SHTN1,15.0177098806026,-1.59912922063534,-5.94506501022213,1.41757059949685e-05,0.000331668031717152,35.3437979757675,1.41757059949685e-05,0.000331668031717152
SNAP29,13.7686883052725,-1.10064339344257,-1.45674291378667,0.163012420641875,0.32241094755614,2.12209991686767,0.163012420641875,0.32241094755614
STRBP,15.0503349529967,1.39663236443246,1.86003810812309,0.0798855936946462,0.195737335016406,3.45974176367013,0.0798855936946462,0.195737335016406
SNX5,16.2896699901302,0.256644988806066,0.542860695949309,0.594118029102352,0.757227603205077,0.294697735206568,0.594118029102352,0.757227603205077
SNX18,14.0930010777074,0.739355934779409,1.50456495678034,0.150387255923784,0.306167371880694,2.26371570917143,0.150387255923784,0.306167371880694
NUP107,15.4977055999653,-0.00807368592827373,-0.0261164729803213,0.979461421543514,0.993904305515592,0.000682070160931853,0.979461421543514,0.993904305515592
HSPBP1,16.3625124744438,-0.136037853730109,-0.391461953909092,0.700212454070903,0.837080327231154,0.153242461358324,0.700212454070903,0.837080327231154
JMJD6,13.3466585300478,-0.197257448032321,-0.767806380846046,0.452838937459006,0.633615264831419,0.589526638467903,0.452838937459006,0.633615264831419
ARL6IP1,16.6633529035329,-1.5415708920197,-3.81786222186881,0.00132940762434934,0.00968180829628179,14.576071945173,0.00132940762434934,0.00968180829628179
CENPE,12.0439426452045,-0.719689571747956,-1.46313600006049,0.161275774519855,0.320765360157806,2.14076695467302,0.161275774519855,0.320765360157806
GFPT1,16.140437201951,-0.887586603923914,-4.3374691513719,0.000420884930430555,0.00413925415832884,18.8136386391028,0.000420884930430555,0.00413925415832884
PHKA1,12.6600039300533,-0.386060760857244,-1.51938928821779,0.146525581798651,0.300017133879534,2.30854380915097,0.146525581798651,0.300017133879534
HEXA,15.6936680950349,0.00758129353948434,0.0283272539469592,0.977721697872687,0.993026550634671,0.000802433316175513,0.977721697872687,0.993026550634671
UBA3,15.1646030147015,-0.15698014157279,-0.686800825823487,0.501208921772412,0.678417711507713,0.471695374351824,0.501208921772412,0.678417711507713
SSRP1,17.161543591192,0.534275559345158,2.00774624978664,0.0603867401353993,0.161622827572888,4.03104500353231,0.0603867401353993,0.161622827572888
CHD1,13.8329191508701,0.611229282767216,1.47371863910179,0.158434487570457,0.31739020542094,2.17184662723604,0.158434487570457,0.31739020542094
SYNJ2BP,15.0464604317312,1.04582062544692,2.54822763522853,0.0205414246483897,0.0742045969221654,6.49346408094239,0.0205414246483897,0.0742045969221654
COL17A1,16.1058341202141,-0.0262591886969474,-0.0824888905324834,0.935200295408925,0.979772509552478,0.00680441706128003,0.935200295408925,0.979772509552478
MAIP1,14.4312850096709,0.28371787626684,0.752346183973075,0.461909022821162,0.641918630880257,0.566024780538848,0.461909022821162,0.641918630880257
PTPN12,14.5076163325177,-0.717315498939769,-2.88820225262633,0.00999641563969806,0.0439244437431236,8.34171225207581,0.00999641563969807,0.0439244437431236
NAA16,13.4689656809705,0.673376852714279,1.69005824405647,0.108867934465752,0.242814375263794,2.85629686830324,0.108867934465752,0.242814375263794
S100A16,15.5481502734445,2.70867154679251,4.86138147437681,0.000137889691218501,0.00172655863991887,23.633029839414,0.000137889691218501,0.00172655863991887
GSTK1,15.7221538651755,-1.3405692375681,-1.9124217520972,0.0724436971643715,0.183694840565217,3.65735695789452,0.0724436971643715,0.183694840565217
PAICS,18.0626508786898,0.0886335489733092,0.436055733336506,0.668128069577101,0.811565240847847,0.190144602575638,0.668128069577101,0.811565240847847
PAPSS1,14.6972083611506,-0.114610926140605,-0.358254659880739,0.724460543665508,0.854439300319376,0.128346401326264,0.724460543665508,0.854439300319376
SPAST,12.8940224748236,0.186693744284749,0.473222816477229,0.6419418322098,0.791472770022639,0.223939834034641,0.6419418322098,0.791472770022639
PARP4,14.2625997589962,-0.606132861986845,-3.09214117000439,0.00644521441545151,0.0317244248468923,9.56133701523611,0.00644521441545151,0.0317244248468923
UBAP2L,16.5925874339981,-0.248083259366364,-1.04381396938385,0.310777430692204,0.495551916028224,1.08954760268087,0.310777430692204,0.495551916028224
G6PD,19.6420470246208,-0.970523890064726,-4.45982575934385,0.000322374978468075,0.00333409072399972,19.890045803707,0.000322374978468075,0.00333409072399972
ARFGAP3,14.5957343853542,-0.887196089102069,-2.43816095395947,0.025762284090299,0.0874377522521289,5.94462883741255,0.025762284090299,0.0874377522521289
ARPC2,18.1092624587201,0.357080251031988,1.16183044027706,0.2610077466423,0.43948186641145,1.34984997195439,0.2610077466423,0.43948186641145
MAK16,14.3716394486044,0.70775628150222,3.02760328771696,0.00740977651878781,0.0353574436369283,9.16638166779453,0.00740977651878781,0.0353574436369283
PELP1,14.2751560368108,0.889952603572308,3.18662124556206,0.00525069762359536,0.0273609438268118,10.1545549626675,0.00525069762359536,0.0273609438268118
IQGAP1,18.3265807399828,-0.565003631279648,-3.47226053973992,0.00281300231137119,0.0171387311556225,12.056593255835,0.00281300231137119,0.0171387311556225
BPGM,13.392310694718,-2.13336742643935,-3.40945957690095,0.00325283277392724,0.0192321331817047,11.6244146065216,0.00325283277392724,0.0192321331817047
EIF4A2,15.7054961842018,1.68134978115013,2.75715076298384,0.0132679042638016,0.0538039364463902,7.60188032982236,0.0132679042638016,0.0538039364463902
MRPS23,15.9239163509556,0.11542609115428,0.472709112589141,0.642262848869307,0.791472770022639,0.223453905124813,0.642262848869307,0.791472770022639
RANBP10,13.4026968272168,0.519374440714801,2.0378591173501,0.0569736082557746,0.155300302775241,4.15286978216692,0.0569736082557746,0.155300302775241
IFT27,15.4439870646589,-0.0409194339831753,-0.180912927583266,0.858514687125815,0.940770701212958,0.0327294873667482,0.858514687125815,0.940770701212958
EIPR1,13.4296083329521,-1.5309079591994,-3.77907711125111,0.00144745862912421,0.0103064405963897,14.2814238127821,0.00144745862912421,0.0103064405963897
SEC24A,15.0986627611925,-0.111783521542989,-0.262163436700955,0.796276645179537,0.903425240281542,0.0687296675428557,0.796276645179537,0.903425240281542
BTF3,16.1665449783039,0.175460554880075,0.164234988755235,0.871440557292551,0.949225448713127,0.0269731315314322,0.871440557292551,0.949225448713127
RPP38,13.5565422511607,0.256089291263558,0.741708946988366,0.468166373082388,0.647373152482593,0.550132162042591,0.468166373082388,0.647373152482593
MYCBP,15.791385973766,1.08292422446468,3.20454157947035,0.00508274177481367,0.0267376602073409,10.2690867345543,0.00508274177481367,0.0267376602073409
POP1,14.8442745681281,0.675357367268406,3.51181987221667,0.00257911821946946,0.0160664272125554,12.3328788148959,0.00257911821946946,0.0160664272125554
PEX14,15.1360580590314,-0.542524112578679,-1.60763240328748,0.125924917191516,0.269200208082505,2.58448194409988,0.125924917191516,0.269200208082505
RMC1,12.5251277070362,-0.652055699805354,-2.4502209935842,0.0250571165162493,0.085684705075415,6.00358291740073,0.0250571165162493,0.085684705075415
