"Genes","BxPC3_B1","PanC1_A1","BxPC3_B2","PanC1_D1","PanC1_B2","PanC1_C2","BxPC3_C2","BxPC3_A2","BxPC3_A1","PanC1_D2","PanC1_B1","PanC1_C1","PanC1_A2","BxPC3_D1","BxPC3_D2","BxPC3_C1"
"FKBP4",18.0466487435494,18.0207287788696,18.0702499308215,17.3404962344258,17.7528265589456,17.600864639845,17.2806777025945,17.6932160721575,18.1743369962174,17.5421787514049,16.8172032259381,17.8858685480439,17.9989807715532,18.0645922504115,18.0056703552641,17.984638542117
"TOP2A",17.3507530408838,17.5732316669144,16.497798137076,17.0517335594851,17.7663691595235,16.9785471270341,16.8254861214521,15.9881881355177,16.5549502969993,16.5527123712721,16.6948385409689,16.9028471690992,17.1162870611926,18.1218250424937,17.6946075681233,17.7147425086527
"FEN1",18.0530602312654,17.8826387376357,15.1977653990458,16.4411710251744,15.3244264241165,15.5168165505825,18.2555504863909,14.1256236862154,18.7820610290876,17.5877217578647,16.5130958634641,16.1775598427295,17.5605382284723,17.0332386384799,17.1308915838767,15.5482975891803
"TM9SF1",14.8216925915829,12.5194470754736,14.683944379766,13.2332681482506,13.013314460695,13.1084076063631,14.815131334819,13.8346858660601,13.8684909895406,13.1803966754107,13.6645706687741,14.1547565172995,12.9851735514794,14.5149350251909,14.8899002302432,13.7132523051301
"RBM28",14.5339313002,16.2690393258603,16.1046372207124,15.7045398226587,15.6592530650527,15.184564909628,15.831258324414,15.010714865276,15.9833485081313,15.7439425746524,15.9863650599405,15.4841980457592,16.0441906252186,16.1259634880267,16.1855121446627,16.1132688703846
"TRA2B",17.9485896244913,17.0670525815111,17.6127612596079,17.2871151599652,17.567668782017,17.3965127664974,15.4823651876118,16.7006205105232,16.439293319126,15.3443670310175,17.1542175498091,16.9907101153345,16.6125705421989,16.8893575675169,17.63147026657,15.8937768609544
"SEPTIN7",17.4717910877902,18.043630004295,17.202066854767,18.0094027827036,17.740223213738,17.4474685389669,17.8091279563453,18.0523765943424,17.419909325494,17.7518049799615,17.7251577003958,17.416676651213,17.8326000993219,16.715645009919,16.6953701869903,17.0330634928195
"EIF2B2",15.6212947083709,16.1876260917655,14.510456995615,15.4441933547695,15.7426954076029,15.6548349963534,15.1789641563989,15.0687621820659,14.6563999053377,16.0171646273305,14.0441041023883,15.4444506779941,14.1066113241953,15.5314428398354,15.6188296554612,15.1401418390257
"ITGA5",12.8552260167787,14.6311815701173,12.8751454240616,13.9742215524587,13.4020008660707,14.4793315149337,13.624046480225,13.2144519063509,11.9985704600658,14.1730467192189,14.3063459460484,14.6452835152991,14.3019368018706,11.8549117737216,13.1433438137853,13.2721580899472
"DYSF",12.356768018706,13.1723711070537,12.8249753400845,13.1723711070537,13.1723711070537,13.1723711070537,12.876281902403,14.7262660357183,13.7281290903267,13.1723711070537,13.1723711070537,13.1723711070537,13.1723711070537,12.2417800268559,11.8003989799878,14.7418700603108
"VPS18",14.131369874713,14.2523248411072,12.4266826834929,14.1542225479406,14.025170207414,18.8788016170101,14.1519310802585,11.9516741150672,13.051376513688,14.5326038271354,14.2574840519232,14.0905639771147,14.4016616361412,14.2527739219708,13.8799962308732,12.6103177445966
"TFRC",17.8820348217344,18.2731596650129,17.8130772846033,17.8259516003424,18.6373759064453,17.9699889748989,17.682510706585,19.2345124391194,17.8635931211477,17.8517625938545,18.1670039538412,18.1605466275858,18.1967730330561,18.0396733339425,17.606390941811,17.8105494835219
"CPOX",15.5428148496207,14.8473694825358,16.9039008195821,15.5785218606175,15.032498103105,13.510537150583,16.9246828191339,15.2524466903706,16.235750832648,13.8271216117981,14.8177461957627,14.2543808602509,14.5486305725625,15.6423110087733,16.535577039825,17.1239719114955
"GALNT2",16.5063667569038,16.7157020414715,16.408455586941,16.8491699950649,16.8787618012879,16.802069786655,16.5661714731229,16.6252085044042,16.1700694536525,16.8210643039174,16.1232791495011,16.6899562357885,16.7053445359654,15.2710005828751,15.2365664139399,16.2560762884573
"MRPL10",10.9683937310737,13.6558322284623,13.68909481937,15.0060327542043,15.5736822907273,13.8375660298531,13.710012994121,13.9845138194068,14.1670034926955,14.7896120498505,13.7618728207982,14.8325234059232,14.7704245304034,13.9788082844091,15.5319344545162,13.9604289526801
"SNX8",13.7915388461614,13.985284439554,13.3275215578546,14.3306718229916,14.1907989282632,14.0660471059374,13.908574133972,13.8919390140397,13.665716866515,13.7763246732906,13.9599832120761,14.2668759873802,14.0144013562751,13.9412205931316,13.2230258131335,13.2036729601575
"PSMB8",15.0029605047128,13.8741551931768,14.9549791136549,14.0812094561843,14.1657981441129,13.4471197108768,13.412814686338,13.8199874281208,13.8447313038301,14.7579035161685,13.6383406893392,13.6847048886038,14.095075522727,14.2395244386898,12.4301482434446,13.0069292279534
"NAT10",18.2674138755509,16.949926350888,18.2294664398698,15.969958821599,16.9981452906771,15.7194530829241,18.4525733389064,17.5931513653726,17.2957514320685,16.7122538247079,16.0822766554545,15.2742145199741,17.0181787380425,18.4815562836023,18.6510434643451,18.4434737135556
"EXOSC7",14.9936425947548,14.9867888136415,14.4433127958369,14.371033933668,14.1054981218629,14.5474263260278,14.761519395441,14.5833429746348,15.0380566739204,14.7359618267198,13.863335053143,13.0580771081414,14.5475016585479,15.744763076887,14.946071088293,13.8782576217792
"AGPAT4",14.6614822476275,13.2454162594943,13.9855488827659,13.338697913916,13.5189482391321,11.4318348774628,15.5370972693662,14.0520773695691,14.4197383338,13.5409734549484,12.5307011789719,12.9272578133367,12.5032812928546,13.1962181028823,13.1865131970956,13.4842336044181
"CMC2",13.0236071835263,14.4077805070425,13.1320036157982,14.8699060760818,14.4006676827006,14.7166791798564,13.2049511775489,13.2926316387276,13.5986411602619,14.4383078600397,14.7138735036107,14.3417911315632,14.8641730235883,14.8354727512249,13.8756620968813,14.1377968381186
"C8orf82",14.3474880285829,14.449523614153,13.286603411183,14.0510670799491,14.7622805036164,14.1180099052588,14.3085603045308,13.2365294256136,13.4590966613541,14.8313791365013,13.6325929183503,14.1330077887951,13.4280575828091,13.5047603805354,14.6410732107052,14.7127274024993
"FAM136A",13.8123441273036,16.2228786949978,15.9883065740058,16.644484426443,15.9198026615744,15.9524434529489,15.2115791006263,15.530620049269,12.1558887877337,16.6107643054895,12.5640890966382,16.486209694358,16.3493268216593,16.5125169441368,16.3721709731267,16.0269420445786
"PSMC6",17.1972543316072,17.083212928063,17.4271478892821,17.2532540988109,16.9616401384817,17.2953076469283,16.9847053465943,17.2486058745858,17.2196724913781,16.8395151069984,17.1951923627979,16.9352875462815,17.0893639497135,17.0388437666652,17.0199585595605,16.8432522738741
"NDUFA7",13.0823334685846,12.6716860805899,11.2365836153297,14.5788187962812,14.5641585766956,13.5992895659875,12.9551581288446,11.9796499307757,12.9977502720144,12.3400765626931,12.9652471157797,14.777998680904,14.3737697435811,13.8564976911239,13.1141068906536,12.5234261617929
"CYC1",16.791343910261,18.0696820693017,16.6045461322621,17.4246475961737,17.0675295806746,17.5523187591873,16.7125750140314,17.5985157709727,17.104835999694,17.1414406588748,17.1822067864243,17.5519969621083,17.7329009665082,17.3480140408493,17.2152375576448,17.25159541769
"DHX8",15.5148568093757,14.2946359815738,15.8855859702339,13.6287522559502,13.4211799398605,14.8020291960365,14.1608086803836,15.7567415414209,14.8850703592923,12.5255300185805,13.9109702831198,14.248787788658,14.4937715571435,14.5594963025728,15.5851605018263,15.4006510914879
"C8orf33",16.0505388124173,12.5253405790248,15.7724678104292,11.6075073423914,14.8664872438363,14.5354887064216,12.0988623055132,13.8698601664639,11.3727519544299,15.3717282529342,12.7379792850935,14.8913513036752,12.7413914867393,13.2887382162047,16.0379504049133,14.0562308207182
"OSGEP",18.1614042034326,18.9329689319794,15.563315783911,14.9212466499803,19.23066449243,18.4264127037302,14.9245587432351,15.2348548571048,15.3715927538886,18.1727047762963,18.9443301152145,12.6272854661636,19.1354398624772,16.4960802200184,15.2317270468418,14.6269342084326
"USP19",13.4589881146256,13.729534576511,13.6835969333732,13.7006040391492,13.1110872684646,13.3170893040069,13.2648524025738,14.1460063241239,11.8431174257388,11.6736642785154,13.4394274113029,13.7894672030883,13.0813790687657,13.6164355128486,14.0136248836178,12.4329553705484
"WDR43",16.101936641711,16.0852257744452,16.5394748457591,15.8608714409158,15.8516157423864,16.6530985357454,15.6782966612673,16.3871157866289,16.1468524163701,16.141208639303,16.4937034344864,16.5224044977671,15.1848740774491,16.4546153238795,16.4231029068892,16.5774771093969
"UBE2M",17.394591151046,18.0951317490734,17.8101414224463,18.5242968624045,15.1097929737006,17.1874939790538,17.6102263083043,17.5871249635426,18.0913031909097,17.9015239871655,18.1269025416334,18.071050667029,18.3214531391096,15.8874353482178,17.362759266453,15.7035483972762
"LTA4H",15.8592459214011,17.2370901040963,16.1280064615982,18.0141951149383,17.1051483053319,17.2136464917823,16.3180097029083,16.1094891048946,15.6554260932262,17.9107708171625,17.2910122363211,18.12913153172,16.9728621738078,16.787191677217,16.0893339263414,16.0686649620823
"FHL2",15.4777714551584,17.6548360913016,15.1009238729302,17.7085184889972,17.6013706257704,16.7448479530665,16.1346861871893,16.2995326967352,16.2521478921951,17.2667919403375,16.756358781125,17.4966850885495,17.0033139670613,15.5240294980665,15.3245283526038,16.1110234004608
"RIPK4",13.2077440557452,13.0607159416884,13.2077440557452,13.2077440557452,13.4308451578098,12.3414489282396,13.2077440557452,13.2077440557452,13.2077440557452,13.6480299487859,13.9996158471618,13.6336320227869,12.3279248052835,13.2077440557452,13.2077440557452,13.2077440557452
"EEF2",21.1422839536621,21.0703348349835,20.913931520616,20.3454115024969,21.0032111315422,20.5216451506334,21.4435009130348,21.86898184111,21.8589636947925,20.7797851644442,20.5419067232982,20.4552971031813,20.5475986399181,20.9885678641712,21.0313967540436,21.2014377228225
"ARHGEF12",13.9684186945483,14.6850727579144,14.7834254479502,14.4426168981215,14.0660803908551,14.5820966794793,12.299498986131,12.8523191621847,13.4766226548412,14.0569241867492,14.6205007843623,14.303272009775,14.3461791625945,13.4046868627227,13.4393127828919,13.3481973571039
"PTPN9",14.2130944368323,13.363411994813,14.0326245878625,13.3119165068545,12.8594280520387,12.4288164647183,13.6893334253212,13.7361020883185,14.1037295935482,13.1610084185883,13.0092544122144,13.2310861763232,13.3796210329735,13.6410581022702,13.4822356059375,13.8947427771667
"ALDH18A1",17.0716085303587,16.4906696130736,17.1556824004465,16.6202952530355,16.6530189033081,16.6703870827321,17.0265338969118,16.9769927061072,17.232868371403,16.4755375463504,16.432731151699,17.1706606908005,16.2173736953349,17.3715196597339,17.2957597797322,17.0429702785502
"MYBBP1A",16.2902416995351,16.2127015453571,16.3209752834322,16.4330755655919,16.2684005738464,16.4661804892304,17.13460335794,13.5985702172962,15.9014083337922,15.7849969024883,16.4238679992285,16.164285554583,16.061399167539,16.6149257980519,16.8862991466407,15.5901857874597
"BAZ1A",13.4708067830647,12.8402066612973,13.7743893713343,13.5525770838063,14.5774746939299,13.4396246598456,14.5019555461575,13.8932554874705,13.9196917948685,12.5647544860422,12.8711487535627,13.7265409162417,21.721686845401,14.0919388161118,14.5355910582842,13.6289862791675
"MAP4",16.7930490462982,17.6473363387671,17.2488293265907,17.0776297800304,17.6706971312902,18.1631036267262,17.9121512768767,17.003614991115,17.8033719065845,17.75222374799,16.841068771046,18.4531453297991,17.5194062819519,17.1245702134396,17.4197313623643,17.5455574838717
"HSPD1",20.5670229573414,21.4655455355892,20.8310658683385,21.1226998658357,22.1429734575702,21.1218564280191,21.4897280371551,21.8159526628733,20.953585339794,21.382109810376,21.4136050574187,21.036275366828,21.3595687615005,21.2228627610469,20.99817205617,21.5219745935805
"WDR1",18.4815007165217,18.247652544768,18.3378300922687,18.1073240181682,18.2096199791352,18.2572947329772,18.6548800581195,18.7580651930698,18.5754059977114,17.6723011359126,17.6745919837702,17.970982582408,18.2202426275218,18.0684966754997,18.6711669351474,18.6009139849289
"NMD3",15.3221301551293,15.3737189851325,17.2895565913191,14.9516720641117,14.7596680723515,14.2503174761649,15.2524500647036,16.2149272864808,15.3903214035754,14.6052458279674,14.9313587318959,16.8580304644929,15.0960538913594,15.4062426027629,14.8125065256381,14.8284344584805
"DAG1",13.9289864716591,14.6744499265537,13.914888088846,13.8807450222956,13.3651880554835,14.0372506807602,13.5120164305703,13.0874755665699,11.9508981032859,13.3937389272131,14.148561847389,13.7330949946497,13.1612616875605,14.0569445567598,13.0302116031009,14.2007009148416
"ELL",12.0784900129708,11.4873518590364,12.6007582111411,12.1920963561682,12.0249604613573,12.5471946219793,12.2535823541989,12.2121522586171,13.3671604257216,11.2677667061178,11.6211862705268,10.8091702638111,12.2524338712599,12.9248534765584,11.3036385074168,12.1640220978619
"TRIM25",17.0204845628534,16.2159698419768,16.5278805068889,15.3448757400865,15.5783599829846,16.3006800508572,16.6934850182682,14.5318732775009,17.0636611489502,16.3340055697246,16.056990829027,16.2389327964664,15.8830013543311,16.550586539158,16.7529255999257,17.211092105812
"SF3B3",17.3351468427988,17.1436634706905,17.55858804612,17.1709680853882,17.1956577655614,17.5814941804788,17.7257919157742,17.4560145165782,17.4271843871773,17.1194433166534,17.2284909557221,17.1396273561717,17.5571603752035,17.286032949014,17.7988225817365,17.4140136185215
"SNRNP40",16.2599508133484,15.514298929624,15.8361105556576,15.7519564280777,14.9616124605122,15.8241020068898,13.9026655600166,16.0915597618178,16.5431788477788,15.6376530345568,15.732180649546,15.6462458399881,15.5478269170919,16.3078312221718,16.2375047954089,14.8788179318527
"PDLIM5",16.0813748893404,15.6107901631851,15.6489068374646,14.4328694590492,15.0066471389835,14.6546765931327,15.5956814202916,16.8549801083005,15.8389846475849,14.2297865205652,15.5972639129795,15.6790863462154,15.404091097986,16.42220078017,15.8216974754904,15.5160470042094
"PPIF",16.4105961144767,14.8886543984901,13.4249613974121,12.9086780984247,14.0760287391372,14.8295928275001,17.4571719180995,15.0722448337518,15.1408038079727,14.963016688124,15.1968596501525,14.6132870417074,14.4170652225756,16.7384384259257,14.0185848369997,15.1107828048346
"CENPV",12.0262726239823,10.7648183916745,11.8609461641885,12.1006706684177,13.0481770109875,13.637030561288,12.3954428859027,12.2364668464622,12.3277106922465,14.0438582459694,14.1555934138587,14.2958208246718,14.2418540552066,12.1657967561671,11.3037272645646,12.4092964597417
"SEC16A",15.4876711133795,15.128134383795,15.2964034308885,14.6975790997404,14.5593067396439,15.3422939531719,16.1150982418466,15.9393113251888,14.4402900050217,15.2553583008688,15.2214348313871,14.8317290430608,14.9284422007866,13.6574944684362,14.6082025653845,15.247613945537
"PHB1",18.7324927426491,18.3000652776382,18.9046444263366,18.4281459697698,18.1739746817119,18.205917805151,19.4765554049253,19.3305357007426,18.3133672402799,18.2910225299725,18.5644608036434,18.4397284247921,18.0913635183471,19.2227034044021,19.3483090660518,19.3519223219409
"CCAR1",16.6430528802546,15.2153325733383,15.5009072734369,18.078260599076,15.7016946630328,18.1141123471122,17.8454670346247,15.0126707057811,14.9698665140011,18.456871059064,15.4127625588163,18.354494641384,17.2343566844193,15.2792191149526,18.0859054624262,17.3547677281549
"NSUN2",17.4113825593796,17.0575194171176,16.9951244729777,17.3903607971339,17.0391135223758,16.9878252319612,16.8406435199831,16.6921183708247,17.3539877228533,16.7083829426516,17.0139737207771,16.9456492020589,17.1719671368981,17.8237096304549,17.8470824806293,17.5010492668777
"TUT7",14.0845616514856,16.3686355688375,17.4929388267552,17.0443977151108,17.3037063588125,16.5340146687079,13.6493536818233,17.4605228720037,12.8809825071225,16.9404590312214,15.2155467480598,17.1638747175246,16.6730349583377,14.381476757503,17.0018585350449,14.2145769972452
"HNRNPL",19.2855622837594,19.2329323904753,18.1020100246809,19.1072110639211,17.8700463241647,18.6721299204851,18.9929228736532,19.4140153959285,18.968506711898,19.3331297982399,18.1541802935063,19.0182649030614,19.1339903169314,19.0069302054177,18.6151718255221,19.4600888073515
"NQO1",19.0123855258992,15.5702850947859,18.8985879640551,15.6381318106619,10.6330105862315,10.8096615648993,19.3346785534268,19.4549336319898,18.0723781378326,15.0758471234717,14.8184204407243,13.1126873069902,15.1548413096174,18.3916693525871,14.9052506889355,18.4835779195366
"COPS4",16.3433262245227,16.3237886790744,17.1693335108387,16.9770541687502,16.4479291279398,16.3875034204942,17.0752300864552,16.3967794162783,17.0618489271805,16.4125202728372,16.1737462763391,16.8846233469653,16.9572573383962,16.8445015830609,16.2245434376514,16.4433066625501
"PSMD6",16.9544952650958,16.9187872542077,17.3528710153195,16.8580307725384,17.2469658756997,16.4600256147854,17.0904753299361,16.8439115667007,17.625733901535,16.9611366289172,16.4895697824095,16.6014931337878,16.7490701924974,16.4311210137944,16.8459445602046,16.9435300277989
"SYMPK",15.6469040290596,14.0601794600287,15.9377154511949,15.3491017317243,16.3451385130997,16.0964831795961,16.6837338730549,14.791433955895,16.0542072223954,16.4088401878025,14.4903599604092,14.9020571255861,15.3592855913251,16.6022416734754,15.3450902621281,16.7538512788209
"KRT19",21.9941114163991,21.9121552246333,22.2529555309014,21.2789525650097,22.2363812360637,21.8443906719938,22.3241944551769,21.4074843383137,22.0323725549074,21.3389340500528,21.7491449791336,21.2999719163954,21.9241707185218,21.4933463856026,20.2395044087598,22.5857961288052
"RNF213",11.8999277148086,16.1371106124227,13.1719212502221,16.4183834296927,15.3901258934271,15.3801295028546,13.6911807815808,13.7537856225903,14.2936948971524,15.5340937048548,15.3351989529781,15.9462196383235,16.4367500326668,13.3563747114451,13.0634782970842,12.8278826868439
"PUS1",16.4546368248793,16.5925714396553,12.041792345682,16.6077957460242,15.0922424399468,16.7486178130764,13.9503691092603,14.1617623514583,15.8371857293779,16.4047497842349,16.5313619031067,13.828394890275,14.8958940845719,16.151930141737,14.8914057644813,16.177223523635
"LDLR",13.9573281765505,13.8859500449094,14.1391875737208,13.3982197896299,13.8990182608584,13.8916364289519,14.8237008862077,11.4328210751711,11.9137385256605,13.0660719143694,14.1848153491448,13.9030502980488,13.7978882571251,14.5704342176486,14.0203992196138,13.6184394381822
"SERPINB1",17.9127624103741,14.6383509344018,18.2997579152764,16.1255536394208,14.2344293937782,16.6881938489467,18.7843801591166,17.8264841449811,17.8999746214414,16.0557645291524,15.7355902513558,15.8289198685442,16.1317915441536,17.8683268957928,18.1668063817899,18.9949519627288
"MCM4",16.7405283933908,16.6764848771883,16.844942086657,16.5437729184055,16.3440977053576,16.4086329922142,17.2105547901777,16.9561251067337,16.5174459016353,16.7581933538523,16.5481849980579,16.4596748180083,17.016014280955,17.2966115246467,17.4878173702895,15.6850650989513
"SMYD5",13.2410026321001,13.1607982400476,12.1604908163163,12.6887647284793,13.7835067327539,13.1278575598069,12.7989827343627,12.8594902079043,12.8217312903607,13.3665225026436,12.8619916973332,13.149132938963,13.4638058598756,12.8345934748332,11.9397455142373,12.880494218953
"UCHL3",16.6765475995163,15.0621696385076,16.6862597534202,14.7071674340716,16.1811174650665,15.2575538695029,16.366752883403,16.9184208982874,16.5280388239323,14.6870030813314,14.9831290318555,15.4464763894616,15.0732204488991,17.4725017540679,17.6982392461119,16.0462960546292
"RAE1",15.286444233469,16.0832148202658,14.5600517971016,15.6949389944007,14.9458731448328,15.6329801500398,13.6964289417226,16.3872514441667,14.5383694924797,14.9603684781436,15.9501347941429,15.8834569207118,14.7259879064602,14.4771931775774,15.0583267155733,13.4416031029395
"ACTR3",17.5127289269295,18.3427175014413,17.9480652469588,18.4419971463454,18.0945927171115,18.1209266034731,19.0588039262249,16.8024256749161,18.7162769967862,16.130388411475,18.3687233502338,16.2419359976856,18.5427917043093,17.4466582932017,17.7897645479657,18.7895993616986
"ERLIN1",16.3193293823583,16.5545230336899,16.5106901389214,16.3896177306638,17.0036966105198,16.7050547173712,17.0870843488175,15.5576449187676,16.7593235077824,16.5338803658143,16.2185337185142,15.9641280175386,11.7046520857014,16.1011523023893,16.283448462784,14.7279203243899
"RACK1",19.8984297125266,19.9861440089304,19.714715428562,18.978318639731,19.5197807633206,19.1483351322113,17.5065650144086,20.4507663983131,20.9018494314769,20.0880703322012,20.0899360320687,19.9248634638757,20.0651194916123,20.3000857312108,19.8491397584318,19.0914784271458
"RPRD2",13.3542824203992,14.0318716949553,12.2396704734899,13.926265778548,13.8428771543037,12.991695467474,13.1370123375926,12.7106979141949,13.8105707455011,12.143787058888,13.6163158460196,13.6805360405369,14.0400164511717,13.7287905379034,13.8390603932953,13.8270788751724
"TSPAN15",10.7869930756612,15.1576462074435,12.6786991922375,14.9120518676134,15.290496753195,15.178207974407,12.7232706373238,12.8971735035968,12.6888321614323,11.8153759099801,14.7743966882669,11.5460273287095,14.8544109586172,12.3645944697438,11.9317424708741,12.4051131842522
"KPNA1",13.9980763579977,16.0131667657461,15.2277354781068,16.0794747444475,15.8475350032216,15.6521685871698,15.0522317210696,15.6803612699057,15.7284841140683,16.1103097269396,15.4711496916785,15.8683485007156,15.977270279282,15.7825608280582,15.9912961126997,16.1697146719958
"BRD2",14.0255483632786,13.4417224277879,15.5262173558415,13.7419481988666,12.7106984849734,12.0502523650909,14.8008315376198,14.1543696891829,13.4204878278278,13.6798261720465,14.0978173024585,12.2261214467187,13.9961476068546,14.7392180448437,14.7271711073547,15.0161965789225
"BCAP31",18.4610050866618,19.5035151705509,19.5737302813633,18.4558772190333,19.7402359195332,19.4213108802489,19.8773539314379,19.6256619975779,19.1998956293522,19.8594702560015,19.696082522381,19.7561211048055,19.5388448163183,19.4508896098487,17.7901872198866,19.4017915316999
"DMAP1",12.3934224343565,13.2873717882064,13.2341168651953,14.3238135369175,14.4496022754909,14.1067574868098,13.5373036444156,11.9265652850373,13.547528043733,14.0599289834944,14.6319492559402,12.7805682746999,14.5223622789852,13.800782109569,13.4374228095604,13.1391864478584
"KHDRBS3",14.1370172426482,14.8878690041598,14.1370172426482,13.6513759435811,15.0059226122515,15.0589040806399,14.1370172426482,14.1370172426482,14.1370172426482,14.1370172426482,13.8355150582437,13.1043116831357,13.5053984909658,14.1370172426482,14.1370172426482,14.1370172426482
"HK2",15.1579172845984,14.5376510322673,15.588808942638,13.9178841711981,14.1545930980258,13.6592837351288,15.1908378273031,16.1383040130105,15.4608029034255,13.4397344858094,14.21866421803,14.2601694977734,14.177137991541,15.4051307138121,15.1958095362813,14.9198835411396
"ALG5",15.5165138353487,14.9388242055044,14.5970240815934,13.996457549604,15.72157556367,15.3578728428378,14.1888840923211,15.0749230172708,16.6416059552682,15.2195390602634,15.5874746182911,16.0745043694707,15.5340086954965,16.6308547784302,14.7731885855646,12.6417647423454
"DHRS9",16.0428735496394,14.0004756536671,17.2145760626536,13.6152010211331,14.0446894303512,13.9641132360327,15.8041241011007,15.8558598605668,16.1628568946315,11.2125667703442,13.830664331934,10.8946297563132,9.93783327180297,15.6593021827645,15.6736688117511,17.2510155860824
"PCBP2",16.7942325345358,19.0271440945972,19.203654729764,18.6906304575046,19.2131220716529,18.7955120202398,18.8963331182786,19.1425106684615,18.3289072793136,18.7663884864254,18.7996830592199,19.0015922759593,18.6906447889328,18.9959723973435,18.6675611412091,18.7066103844936
"FUBP3",17.2890320691613,15.966610435453,17.0932252033046,16.0866384341493,15.4116434211696,16.0885387041358,17.1355761728774,14.3946399546366,17.4071921241144,16.2058945834002,15.8730737211515,15.9143262516941,16.1714938896337,16.0196355813196,16.0108753350108,17.0327097026255
"DHX36",16.9009199648354,16.1219739486415,14.8840018129396,15.5112925851195,13.7250725805004,14.1241510575566,14.5456812794433,15.0695164584743,14.724772656511,15.3845881852971,13.9483635972597,14.0482674742842,13.9724873578423,14.6213623641271,16.859429216587,13.9674439269013
"CLPTM1L",15.4064457623928,14.8866559383616,15.8920392214688,14.9088121502466,15.202679182125,14.6718794032734,15.25974028584,13.4324692349794,16.0967721406657,14.87543183797,13.2275973516324,14.9906766591862,15.0268672660805,15.0008177797236,14.6781817364331,16.113420160679
"ALDH7A1",15.6195467192091,14.2571801238731,15.7449102105823,15.4487805805593,15.004496479418,16.4196342572986,16.7032907231544,15.7396175147555,15.6751874936035,15.5877017447025,14.7065739481586,15.3587934007929,15.3646258299258,15.9413912679736,16.4790635048771,16.7073900699683
"HNRNPF",17.7151645266251,17.4194434846859,18.173933364805,16.8569605757254,16.1809569969608,17.6164522739361,16.1864425088711,15.1969770353584,18.6288590534115,18.2757798666247,17.4860660941134,15.4312546712805,16.8525208547491,18.4096328855601,18.2973762404197,14.6326202424112
"PDS5B",15.0650960931023,14.1224560228129,16.7114738044256,13.91599976345,15.8237081348493,14.2254657844858,14.7035601364794,14.9570088442792,14.8755093817041,15.6929736319432,14.9137352682068,14.4586233425831,14.3599252421472,16.1115661866185,14.7627650305203,14.0732148507189
"MPHOSPH8",11.7884343032389,12.9884514303366,13.8599378991404,12.0691822226786,13.455599494013,12.590395641767,13.8434627636745,12.8467002148939,12.7386014581381,12.8293111913692,12.8198065252392,13.1242681921781,12.4893787706315,13.0327114168316,12.8127562733129,12.2620615524555
"ACAP2",14.2492563407005,13.5922000631422,13.2364389277228,14.1292375459046,13.6135532049468,15.1566661012557,15.751850650072,12.4899255523716,13.5685367791886,15.1732230672082,14.3436637988504,13.8371984282146,14.0767479945371,14.8840221147392,12.4018074333531,13.3077647463455
"RANGAP1",17.6098659316542,17.6157864456232,17.2425469529604,17.2446553777375,17.4274221146487,16.9564952926249,16.1890851212031,17.7913304748703,17.6028682995604,16.6077604809772,17.0395759648465,17.0564213050736,16.6215730642693,17.0212865096958,16.9273105990649,16.9523744277553
"ARHGEF2",16.2029656034671,15.900126144716,15.5654669242968,15.0944301202617,15.5483532005665,16.3231279639619,15.2408933949144,14.4473615484995,15.3316709829681,15.368739848466,16.2168438861062,15.7588976779561,15.9146802640968,14.693968715686,15.5775901497972,15.9421495496595
"MARCKS",16.3177420478023,15.0457046273324,15.9075729797098,14.6629477412904,14.514594349327,15.665577129876,16.4025206730125,16.0748231524249,16.2987168418662,15.1137287562125,15.0390796845325,15.4082694741165,14.9811005936762,15.7622944816449,15.476948825062,16.4980588565749
"EFHD1",13.8855075104007,13.4901034866531,13.8855075104007,12.3824193348038,12.4524122789376,15.4350640871214,13.8855075104007,13.8855075104007,13.8855075104007,12.2545359344884,15.3581953151188,15.0294566049646,14.8514421217558,13.8855075104007,13.8855075104007,13.8855075104007
"ATRX",14.2028046553004,13.6118811158379,14.3695288022594,14.8834581374514,12.7554832268274,13.4337016542607,13.2401861086089,14.9043686229905,14.0664440974899,14.1255638464929,13.9217336874783,15.2139475391038,13.7915522857941,14.9650358794479,14.8231234556255,14.9905536505085
"TSG101",15.5214657105728,14.4099820115922,15.5094498612995,15.9128857456512,15.1051598941671,15.9640213242138,14.8987670465735,15.0575786086967,15.641006321823,16.1767217752372,16.0739833496888,15.9258760588069,15.9696056976497,15.4914524780725,15.2146639253726,15.2976003754343
"IDE",15.3237096360998,16.1982811409795,16.2601336373873,15.5734009973377,15.8072441019958,16.3215782606557,16.2751091849305,16.4889571680325,16.8055138316318,15.9814031456935,16.5634168306077,16.0596129732979,16.3715402972588,15.0451457948823,16.3401302570126,15.5820725947804
"EYA3",14.9800924193214,13.0896686963818,14.9100862605997,13.3768370586564,13.0196483848458,11.5908060377449,13.714010559582,13.494054622442,13.3089999852537,12.1178403120989,11.7417036571018,12.8662252146207,11.9512218417422,14.2532712879392,13.492186021932,12.9810468891498
"TMEM205",14.4992072485617,16.3190158384479,15.1799407160325,16.3513979606174,15.2411543352655,15.5644229126116,12.9710324265696,12.6746386299138,14.506406714898,12.6228106784785,14.2474035865678,16.5030119213506,15.6155352682711,14.5907715869855,15.8294193218008,14.2220166432787
"EXOC6",13.3785445222995,13.3701452859452,12.2506226885292,14.7947899692367,12.837626540998,15.1696111171996,13.3372025302243,13.4181160932709,13.425627071356,13.8326758838199,13.9631452932846,13.9700091532574,12.9138841486286,12.6446475448984,13.4712160041933,13.4312928136434
