"Genes","BxPC3_B1","PanC1_A1","BxPC3_B2","PanC1_D1","PanC1_B2","PanC1_C2","BxPC3_C2","BxPC3_A2","BxPC3_A1","PanC1_D2","PanC1_B1","PanC1_C1","PanC1_A2","BxPC3_D1","BxPC3_D2","BxPC3_C1"
"CNPY2",14.2902158095932,16.5931124899739,15.7604841537543,15.2946666613479,16.6754760248191,17.1716552583697,16.8726812195187,18.0450668016344,16.8703494324217,16.5673033476363,16.4288130416373,16.5090409333753,16.4899832412842,16.5003617986356,16.7244782028556,15.9961559535986
"FMR1",14.3549152905169,15.9661072204655,15.1837309055274,15.6449544423056,15.8966603526886,15.8918606817514,14.9940676362538,12.3896581575851,15.1686409763342,15.7156346742016,15.5298777887457,16.0881330091829,15.7827709736807,14.8440066750414,15.4584214858158,15.1139739559335
"NDUFB8",10.9452467827629,11.340544379706,13.0280451207897,12.2499176151477,11.5801759176076,12.1467299282094,12.5644999601841,12.3854192264336,12.4549855694372,11.9557650465995,15.3726854453364,12.6112897098191,13.5373681462376,10.9581308820302,14.2442127813694,12.516797103324
"ITPK1",15.6903424100849,9.74706361042204,15.7771790744291,14.3263298753285,10.4171481364375,12.420762996774,12.3697445792097,14.4840350737369,15.4558731509533,12.911265553714,13.0849911297256,12.4615278202748,12.1619867609614,12.4961198657652,15.2764330958134,15.5803944720358
"TES",18.0349638512465,15.9273667701272,16.6800529987108,16.4843243634347,16.7650736745196,16.5725311405447,17.6586828181795,15.9976682563607,17.2216430989372,16.3378827355681,17.1740302502172,17.1984030989098,17.1219926442179,17.4165423595918,17.5171367432752,15.038813662557
"UBE4B",12.9932792235933,13.3939821947038,13.9679817398451,12.7635206565713,13.6198845746233,13.8922461957746,13.5745909834462,13.532127060867,13.1908587471307,14.59920291273,14.1899913654706,13.847839105583,14.4513095490155,13.2632413828378,13.4918209804235,13.901766408362
"PPWD1",14.5540534748297,14.5654315404476,15.0785430309068,14.7190739933478,14.142173700961,14.6256912593328,13.8950206167756,14.3807862877761,14.9007791805473,14.5153282974796,13.9726912996229,14.200114723732,13.5568005056627,14.8704504523027,14.5032363520234,14.9619168379806
"URB2",13.6546302105272,15.489011392225,13.5016413334222,12.9207068523563,12.8523823848943,13.6395240900835,13.5344036121779,12.1116337661026,15.0692330229374,14.6351447717593,13.1484197422246,13.5539263118076,15.1051592178427,13.836856202619,13.6367946141505,15.6310797917625
"VPS53",14.5083967011933,14.2711550218726,14.1724820925488,13.6452482524323,14.5781604030956,14.4046657498421,13.1490064345661,14.0149066239323,13.4546543337847,14.1231063891802,14.2049009526764,15.6655808634991,14.4064442658156,14.2774136993186,14.3229468492255,13.2077229963211
"NUCB2",14.5533875747548,13.7970327346315,14.7572153726183,14.8227009682005,14.6701559785088,15.0800513519152,14.2217662778818,14.4669458435274,14.5526898288456,14.888465939423,15.0029087005762,15.0939786635959,13.8474954344631,14.2719541292339,14.2713609124631,14.4731777484848
"POLRMT",13.8859540924146,13.730182927883,14.1281376439211,12.3188694386275,13.4614518796094,12.8193935888756,14.1069275948646,13.7456067509273,14.0687399407977,12.4837312223322,13.2777208546429,13.4074539559004,13.3908914004327,14.1695964230489,14.089175470104,13.7452626106277
"ITGA2",17.6474826404906,17.6663880288377,18.2670233532514,17.8870133125599,17.5935612555858,17.3768284163815,17.8691987676644,18.4103496292888,17.9490342594317,17.6108333992409,17.2211234707269,17.1433799559084,17.5476872081723,16.6014185035879,16.6697097774859,17.8978485788658
"PRKAR1B",12.7945804039521,14.1268660927485,12.3285676991494,13.8570639013028,14.016789621882,14.8264782701962,13.1971268680232,13.2665617559956,13.3124925102281,13.7436695296424,14.7447245399565,13.8628486878242,15.0605238069749,12.5196438164784,11.8600824596371,13.2752170449979
"EXOSC5",15.1720523420735,13.9038697120366,14.1157708884603,13.5406037226369,13.092077148101,14.2903062004501,15.4272754526788,14.4326946509418,14.3683285328078,13.6338225764692,14.5125654978292,14.5609741092486,11.5333463413596,15.2967367860042,14.3017428117417,14.4275614934077
"PGK1",20.0980994917441,20.3402549104636,20.8083031098347,20.5705191405801,20.1040182601094,20.3894614439413,20.9352130543941,21.0609429935966,21.2167915226335,20.8640014021074,20.2912564911648,20.8201590970743,19.6914422750932,20.6449679100835,20.3779252466633,20.669566676385
"NDUFB7",12.5459091132814,11.264629943839,11.1676777672007,14.2076652151825,12.2535624031948,14.750004880231,13.2253652468991,13.0693026615805,12.9741442324817,14.1132928024506,14.189580583164,11.7138260648542,14.3247590711264,14.0295103691872,13.8946158207303,13.1444255900462
"MLEC",16.6780145591349,14.218959373913,17.0528667579959,16.460927849931,16.7569955836069,16.7163471735928,14.4750518319005,16.5014227218228,16.8704213694617,14.6257935821238,16.2041270352515,16.5773086150433,16.852899993609,16.2671477078035,16.6052244024009,17.1544323103485
"TEX264",14.2798854230398,14.9076390798472,14.3687845455299,14.0750397592058,14.4653635032261,15.0901946577012,13.7792785508616,14.5329501158938,14.2294344481396,14.3894746113987,14.5171774493378,15.4965043425726,15.264926507599,14.2144484439202,12.8136810697445,14.2918838640657
"SUGP2",14.110584160439,14.1626371207403,13.3825793440205,13.9209913197608,14.0152235266044,14.3157429070831,13.1468195746511,13.7099356282205,13.1894607770854,13.2700679484144,13.7864588331379,13.7749481585854,14.62621375822,13.2253506758377,13.4846435146585,13.5407691107781
"GMPPA",13.7126918747976,15.0188467697778,13.627184899924,14.7088965068253,14.6280656952468,15.0827792398986,15.125804531527,13.8879991287671,14.123714983689,14.7020590808908,14.2369170986635,15.2453337256919,15.1946811187336,14.3280130971476,13.6648655562016,14.0868427820582
"LAP3",16.0843132216451,16.6665959933147,16.6229632414383,16.0785376233229,16.363096337428,16.0283049370555,16.8237351894043,16.8900375647415,17.0287515229097,16.4877138078482,16.7805814011652,16.7418734186045,16.3085792817397,16.8755409367272,17.0785858253268,16.4757348339754
"ELMO2",14.1342629503805,13.4849484361989,14.2743152795862,14.8788030836777,13.8497514240108,14.3424637982184,14.7491009546792,14.8281358222093,13.7979475365238,14.4976573268236,14.217941886717,13.7420298918318,14.126479689962,13.7840727172626,14.1166444913181,14.5046207466543
"RPS3",20.0141167718434,19.8747609372949,20.4864287554083,20.2690573552035,20.4197176742763,20.1517080784875,19.9544233344714,20.6485667098334,21.0890978502954,20.4494940677542,20.099381036334,20.2230936246641,20.1658325571617,20.0752611238509,20.2455219975912,19.2533608678089
"ACOX1",16.2990267193456,14.9134201284651,14.8094051626096,14.8154467858841,14.4326570403011,16.3326521641778,14.4864780356272,16.0932450816962,16.1408946166613,14.8207491816782,14.8661982456751,13.5655437806292,14.5268261535924,14.7978484766913,14.6712882153277,16.2431680949062
"CTTNBP2NL",16.9719520278075,13.0942865461846,15.7169611700516,15.4862842157005,13.5497657003592,12.7150314613308,15.3158498035094,14.5547434324438,16.2230959474303,15.9921247226603,13.6961050293968,12.5316527652145,11.4294283599879,16.6596584756374,14.492433665035,13.9303288267672
"TUBB6",17.333643868456,16.4651809939563,16.9422148836561,17.2219400906093,17.3636177511922,15.2634309222877,15.2133667846668,15.9048621568442,17.2435339993802,17.1789140226135,15.5178473766427,15.3701216600208,15.5290861457969,16.8390395631677,16.7774283487408,17.3678619869707
"DCAF8",14.3726884737605,12.4662643068021,13.1617346029254,14.1348784448982,14.3202576891891,15.1674968808997,13.1384126950671,12.0775799001815,12.9182814765082,15.0383081655591,13.8592289036213,13.9560224785198,13.3385344478517,13.1912885069604,12.7112155946524,12.4053080363468
"PFDN6",16.7969975259158,17.9450449221273,17.607905007703,15.990217087155,17.7230026356222,17.8136769293085,17.3433345123154,17.5339564514256,17.7687097090536,12.490646745595,16.5377689440225,16.5877838991906,16.8108959915327,13.5775426560538,17.6690359343647,15.5952791349551
"MYO1E",14.8682176033267,15.0224358190313,15.4615821882818,15.0328578894431,15.1442877208007,14.1471372274119,14.9152213085675,14.831123114406,14.8004179225571,15.6395278778344,14.7610969021135,15.2313356305472,14.7103337825951,14.8297462284724,15.1146984218655,15.4898478535343
"PLS1",12.9085851640476,15.461238597578,11.7777469651414,15.6595145704466,15.6867501387031,15.1643319024091,17.4062495860529,16.8512146431495,14.0639716865213,14.9556133239859,15.515531756045,15.7018726494711,15.2670467995398,13.7563235144728,16.7766716015141,12.4559244786627
"AKAP8",15.0047973052572,13.5388496329394,13.95523739317,14.6227740393175,14.6399057528934,14.8069576956084,14.8059988056834,13.4779672775582,15.0531846700185,13.6985868263735,14.6176388202451,14.5653632006541,15.0758984851218,14.1229249966589,15.5863312495748,13.2636514024658
"HNRNPLL",13.4255030603649,14.2370944977528,13.3064082076593,14.2411423502585,14.0680832367479,13.5530125536047,13.6160830486689,13.6639638070162,13.6011208248645,14.4542942728357,14.0566186585382,14.6450836795468,13.9257240569795,13.6404654339096,13.7597612393167,13.6453726663398
"AGTRAP",13.6851460402657,13.6781501530914,13.6463748566199,13.0869623905812,14.3698803966237,13.2410560796608,13.3699275868411,13.349514149213,13.5075364460958,13.567177821996,12.7913562663772,10.672485849391,13.5778543745289,13.31302846858,11.9976964139192,14.3185792503513
"SVIL",13.9452791024041,14.2577473432359,13.6505335398092,15.1536472623671,14.734294862823,16.4749258314419,14.2808821457771,13.4031694497732,13.3673398243116,15.3011626842748,14.7443927212658,14.6962217426555,15.8982696263767,14.0098990336736,13.2350839102468,14.2827904127753
"PTPN6",13.6554453406874,12.9030812411375,11.9624631716235,11.9738988118804,11.0583238925735,13.5022207064856,15.4906696360327,13.112735795005,12.9520184658389,12.5174215122215,12.2585535137085,12.8677074886855,12.7641987514155,14.3967654891105,13.9108824931783,14.0035709437009
"ANAPC4",14.580044504949,14.7249611581353,14.395643324184,13.1741506632149,14.2868153400816,14.9319003190691,13.8176035173582,13.7645673309566,13.8761011705846,13.9108406877446,12.8273466582755,15.1308470828782,12.9994169021553,15.5181203462896,16.0978453382682,14.3511138123638
"QSOX2",14.619373617311,14.5048758414356,15.2059622967126,13.8137321355415,14.9710242101361,13.7172743136884,14.0975134101698,15.2114577365402,14.2889685183105,14.0152650711316,13.4600800304475,13.318350184349,13.75786906506,14.9043785360828,15.3309295240079,13.5579474197274
"TBC1D8",8.46787429339864,15.2723412406062,11.9631897603891,12.7461155833391,12.0680989835082,13.3069939817566,12.0985097300187,12.0623706658746,12.1318704835404,13.2659309079267,12.9612880769684,14.0544713083495,12.5133913032752,12.1955622263538,10.2307406284882,11.8703004186329
"ANO6",11.9589335338207,14.0894997763967,14.4494797557577,14.0117736263126,15.1641933998794,13.7235226100891,13.729958305772,13.4983224211201,12.5236915025804,14.337474141549,12.5789425919125,15.6886103107721,14.1292881593681,15.0472913110171,12.4954079611818,13.69339498335
"RPP30",14.8204740598998,15.8638474441732,15.4315130356464,14.9821435082088,14.0652181634032,15.5845288791106,14.22104380291,12.6769221663097,14.7063541081595,14.5808979721138,15.0770774824967,15.4337626530857,15.2215187328463,14.1966113283289,14.2413549239147,11.874513553598
"GNAS",14.406036090775,15.516085355573,15.6546561676189,16.6181178483016,16.0767404707468,16.8581067071148,16.0454823569412,15.9911135579695,17.3824916430741,15.8533613627697,15.5967748390876,16.9461442021036,15.96796434678,16.3747989453927,16.9608792071714,15.4855252179482
"RNF14",16.0549236348755,12.9840259635908,13.011634245114,16.1733659339575,12.8456291255546,12.8366961788075,13.6122124660019,13.6761882696119,12.8087037558217,13.3393693445859,12.8449133854504,15.7820026541281,12.0308302452944,15.8631601777672,12.5322721990131,13.4142857878096
"BUB3",17.3754050780146,17.2878799210221,17.2143268515005,17.1608181729429,16.9913795404004,16.8074097945897,17.2351319232742,17.9542493649296,17.1804559921369,17.0882220511678,16.6454438008893,16.6645372939703,16.7241893147711,16.9104110429402,17.2562350341597,17.2216311644652
"PTRHD1",15.4585987574619,17.0198671688905,15.6578686416963,14.2078082772264,16.5029233680839,17.22693877532,16.0201349230617,16.491896393152,15.8471435205769,16.4751749126737,16.6907818594888,16.3327635022443,10.6770533045047,15.4067642116721,15.917469203157,16.282991355773
"DUT",17.8732724721962,18.0365332025151,18.5300660691417,17.4033549394784,17.2429328534487,14.1798111254299,17.4902127352575,18.7787910707871,17.6674046061217,18.0679687511817,17.0198254049007,17.3544812593541,16.3117349437075,16.4126101051994,15.8913268908855,16.8402374397438
"MBD3",13.2321141054587,13.6232233068497,13.1629682456578,12.8987638963882,13.2471705554938,12.968317454241,13.1364710052163,13.1996491602873,12.9605566986983,13.1384618127984,12.2381324956322,14.392568887959,13.5619787226597,11.9548510010634,12.8727626574573,13.9586089866358
"KIDINS220",11.1934484561307,13.6591465986051,11.7736485181995,12.730354183017,12.2413903247932,14.1159733840346,12.9266848565627,12.4726690317504,13.7236813647245,13.4775128306765,13.0453042718382,13.9736528533866,14.8133371741139,14.0390187246359,11.6082027972158,13.5370350947924
"NPM1",20.71908039102,21.2975764358685,21.5344727103777,21.2203179073874,21.515805729727,21.2175544285438,21.6796564320073,21.8121849264257,21.2374021190691,21.0879660161555,21.235863283945,20.8644418552135,20.7197429046521,20.8912655594481,21.1377333041949,21.3451286694131
"AACS",14.8774438686729,14.9313670541901,14.148089885542,15.092663349369,15.323257607821,13.931480501328,13.3392620473918,14.1022159948934,13.9931209787473,14.2830096403925,15.0686441289264,14.9594449026079,15.0094986063536,13.839677085977,13.2320737061056,13.44638857789
"H1-10",13.8850335830154,13.9619672945162,16.3114458503963,14.3519863741717,15.8013592263984,14.2227494129132,15.6626776235013,15.1646619145041,15.0846854724572,14.0394645333593,13.8801290999574,14.0682631832912,14.3887471036486,15.2841136936146,14.9482644007384,15.2920716597472
"AGR2",15.5704813848052,17.6582293852753,13.6299691408666,17.3512004307135,14.7093963074172,18.1703092133112,16.3178465906666,15.438127702552,15.7179134599495,17.9836793089133,15.6159066357134,17.7225374084145,16.9012162111364,15.725055219274,12.7011254349404,16.3165389010438
"SARNP",16.75987573826,17.2973676603785,16.9221188496352,16.2834977756211,17.1031042392385,17.1412639762213,17.4451928688168,17.437066066727,16.7977139954679,16.7163482879355,16.9032347343163,16.3026203101619,17.1730998412648,16.7902313164855,16.8754415517748,17.1705255608679
"VKORC1L1",13.3515140844446,14.7251034507923,14.0371989454618,14.1818814418918,15.1812279993795,13.8048646169692,12.3874524045557,13.8716647551396,13.0864226064339,13.0749811236025,15.2618581087065,13.4095748172381,15.5571981333613,14.2106751795524,14.1678439301504,14.3651473059405
"UTP6",17.2899296578061,14.8213462332297,14.9210890870573,16.4093236804656,14.9525188935212,14.1707797866165,15.0542037267642,14.0768746370074,17.4208670271713,14.3893080413556,14.2795358410947,14.1907560792064,14.6823947547473,15.0573651491131,14.9633188630674,17.9568632941422
"PUF60",17.3053110143718,17.2792499894197,17.7552799757878,17.1692115024597,15.1338397313247,17.0759129108611,17.2667826205177,17.4665429475774,16.8203423870121,17.2361482742212,17.244293411881,16.8885762247297,17.2525102931031,17.9147751816209,17.6361487614761,17.421391750742
"LZIC",14.2514049302656,15.911213190901,14.2340027617121,15.8052145812935,14.9206976589748,15.4790118458193,14.0324946525527,14.1401580849493,13.8154746971303,15.3296085785436,15.6846481766202,15.2903377888865,15.6254110159268,14.3933820132109,13.878826238375,13.5175371092392
"NUP133",15.3874943538212,14.0251655483624,15.4317617850954,15.4865312811901,15.3866193006805,15.0412539771849,14.7971393438406,17.1427860962531,16.1223716269668,15.2639546738347,13.6188959650364,13.7498208504486,14.8454346209184,15.4644968928932,14.9681535889253,15.3273293704874
"RAB32",15.1283953522613,15.9150221138582,15.4717659927291,14.7964807194063,16.6533756872178,16.1954279169416,14.7732040954645,16.1833493446196,13.0871536204744,16.1430937865291,16.2515936029368,15.6950926242785,16.3700119969187,15.1026548815593,14.8450579719782,15.1758938516925
"TYW5",11.9795283756148,12.9274365099912,12.4782808320234,13.3972042266311,11.6455811471806,11.3592365971971,12.3169954487484,12.2541209672241,12.2152436599685,12.9858581429752,12.1478241302706,12.4868667922013,9.40045553150784,12.6702147396752,12.1815732678552,12.2223861804884
"CHERP",15.8770456814352,15.7490422742355,16.1204779908718,14.6481851105168,14.9063954822814,13.2674278930275,15.8131194821526,14.4940909942197,14.9680962612719,15.4902208772295,15.4181191272079,15.5458709652507,15.5092320847339,15.2116462207024,16.2700456397157,15.3656021425284
"CFL2",15.1661455369124,17.3313192188131,15.5140338340505,17.5526172517145,16.7349707861953,15.6851639886166,15.3739951118539,15.0373166445486,14.5782726339517,16.3858935896075,15.6218032651495,17.2117351226361,17.1112630401785,14.1224211898416,14.4366860483467,15.422034570443
"METTL13",14.0908969795089,12.8993679752386,14.3528401340016,13.0606319511324,14.5015401431035,14.4060702962157,13.6277562022526,13.8904645256755,14.3041821587884,13.420358959489,14.1954142750518,13.966851010549,13.1365087079946,12.2320045059098,14.2962928537074,13.8464581165989
"YWHAZ",20.3559379355747,20.128786750778,20.4943650759751,19.7109012151601,20.2493650123845,20.98520388296,20.3416037263125,21.0564096313443,20.5575989157601,20.7478673706761,16.1322076741583,21.0692478719891,20.6245840283557,20.2149118296211,20.9492823469715,21.2875861829146
"MYO18A",13.9893223816877,14.4671071941895,13.6872009060628,14.4551079428394,14.2776156601489,14.7468025257522,14.1338704205828,13.9372550853523,13.57526168056,14.0446478433025,14.8020686348338,14.7564553629493,14.3061761521827,13.1045257066673,13.8748541980368,13.4871434386837
"C5orf22",12.6596240440611,12.580673783689,12.8388436239385,13.3433362856709,13.3528236520139,13.6475225717241,12.9804398473632,12.917012170496,13.1062692521877,12.1805633767458,11.0417447615887,12.0538482467456,12.8995576654456,13.2258086909916,13.9389326329682,12.8822411159556
"UTP4",14.8028943534773,13.949839010624,14.6325228190218,14.6257469976706,14.9125943471288,15.0627301270499,15.1353156112578,14.6729043528222,15.2526262745466,14.6310187628833,14.7736324449828,14.3716154968944,15.2512838585839,15.0640955168036,15.1965811485434,14.6045545297758
"AUP1",13.9209253394016,13.5503709479201,15.3789891362365,13.9630833372449,14.282079945073,13.2118801311656,14.1089652049449,14.3785155125989,14.9426063571428,14.6204081259715,14.318655574278,14.831607548168,15.3800273884957,14.6396149350217,13.8540017869421,12.7418612580452
"ZFC3H1",12.6090367284372,11.3042555541539,12.8486185971326,12.3103308714356,11.9329732876015,12.3936215637115,12.7410228834174,12.5720153596947,12.4902664774467,12.123223122092,12.4026807672294,11.8580811662218,12.6981656717869,13.4553295823207,12.4866380022381,12.1701995670111
"CDK2",15.0068740468045,15.7247516349492,13.5586829685912,15.907856631124,14.0917967723565,15.3242183571978,14.9262713566013,15.1079615189252,15.3481050197529,14.8380590745671,15.3186689246084,14.7385772066497,15.4281267893464,13.9962096007511,15.1992723131662,15.4452134386444
"ARHGAP1",17.1141028238351,15.5865884349994,16.7668109806331,14.1632935541766,14.7657440519398,16.2328702614399,15.5098824824169,17.0182632487304,17.0242261724322,16.3644977450955,16.2409494179587,15.8772021426996,15.9564666325442,15.7117531032208,16.0728690785326,16.9652057386959
"ZNRD2",16.1420813357589,16.4373700695814,15.850468320191,15.9344161963063,16.3797251915762,16.0022163179717,15.8207343259708,13.7677684346865,15.8411129651742,15.6096723126667,16.442592841366,16.5312640544783,16.7064239551594,16.4087272971212,15.4911909391943,15.8385967668147
"ATP1B1",16.6272017464856,15.8411767159911,16.6549685137809,14.298312817742,15.2284646647525,15.7957594509087,13.6724335282413,17.2620716872681,16.7990863724657,14.2695027941346,15.725036728105,10.7887495069066,15.2901701726384,16.8834868079667,15.5072658347257,15.784146977698
"TOR1A",14.3140703634469,14.9956277880881,12.620910304479,12.6829980661173,13.1656900253264,12.5594911992593,11.78314369864,13.9510892786069,15.3093446137745,14.8711925052537,14.8795887504291,12.463204824965,12.6752650213363,15.5146874655359,13.5777309223583,15.5185892311085
"RAB11FIP5",12.8707740621394,12.1029985448299,12.5793488652096,11.2119073769116,12.8229556168607,11.8684703716991,10.669380519225,11.7905210069759,12.2141602549504,12.2236600378343,12.7847651511094,12.3815018862508,11.0522136673299,11.2292044784049,10.9472628721239,9.84288493653131
"SEC14L2",13.3106696831537,11.3798875826981,13.2913802492811,12.7765195554662,11.9110896087382,10.9171481735617,13.5459991984942,13.5768664164487,14.2828852338489,14.0345378021343,12.2695799452123,12.4852338462368,12.614093018014,13.7250642763761,13.6330966601675,15.1742372308873
"KYNU",14.833627051173,15.2595990346558,14.3200558311527,15.2595990346558,15.2595990346558,15.2595990346558,13.7377167295698,14.9983367279949,14.9313963237642,15.2595990346558,15.2595990346558,15.2595990346558,15.2595990346558,17.7818955603243,17.9267852607766,13.4043726588467
"LPCAT3",14.3924486299434,12.7427382899615,14.0001688995928,12.8606236246896,13.0669829482753,14.2851760179584,15.0785440482316,15.0704707275728,13.1039681002983,13.9273400144315,13.4478060538852,14.8392003735459,12.9243404456068,13.5271413792063,13.7291829354104,14.7308586566327
"FHL1",14.7117160526341,15.6369709132862,16.9607224447644,14.8830139160655,15.0315786488846,15.5515167296949,17.0109185307451,13.5255598661658,16.9330193047533,13.9441294318982,15.2899603114354,14.223417879703,15.8995312238028,18.1412747898579,18.3230150751578,14.719875072617
"ZNF622",14.7845481971387,14.5205874140965,14.7965781664021,14.378902596177,14.4962939475303,14.5983628149346,14.9940398470537,15.9436791032335,12.1200710622152,14.6291809647332,14.2363006765728,15.1070404294412,14.8423018641923,15.1960211350415,15.0905539878092,14.3701278999289
"WDFY1",14.6579998765038,14.9832859657435,14.5353436302093,14.9469885243687,14.7970924170592,15.0917958374893,14.4813076046638,13.2856090007763,15.0380196096798,15.7326135590589,14.929681014521,15.3772707358646,15.3192461705037,12.6802098028221,13.942800730985,14.7604631197779
"CEP43",11.0889505700095,14.8026426569561,12.880991827381,13.5944866378095,14.2181265580137,13.434978864204,13.0281734796998,12.9795328204541,11.7643568697957,14.0058371118179,13.7630411168588,12.8796726824966,14.8816524142747,12.0144857267887,12.8217979427736,12.8239061408033
"ZC3H13",14.3208906408801,12.2614308638578,14.6023512014947,11.7641895048424,12.5301282017677,13.4327772027819,14.0768536187126,15.4792668822675,14.8051409176982,14.4316002656521,14.0176786442508,14.0664447617903,14.2021034070535,15.5034539704703,12.9163336212687,12.8387865615152
"EXOC2",16.4035146170038,14.9896429612884,13.8648479090164,15.9178097708845,14.383019301771,14.4539037532195,14.0811713284054,14.5676700359761,14.0480489646131,14.3732130451581,16.3535876147823,15.3017126708352,14.9072012126553,14.0580999379118,13.7472435125389,14.1336490324392
"ABTB2",12.9081645558715,13.6052881828695,12.9081645558715,13.8357703843122,13.4315330144939,12.4707432603171,12.9081645558715,12.9081645558715,12.9081645558715,12.9890641309054,13.9421983545275,12.1039355629584,12.5487989402443,12.9081645558715,11.4406025513709,12.9081645558715
"POLR3C",14.0546460979542,13.2248144296531,12.9606542586692,13.2468634979273,13.0527470124715,13.5152668620396,12.2095540872006,13.9781253502036,13.6824692797072,13.8901460673739,13.7457131833611,13.4616736007128,13.6976809636451,14.5257204074349,14.364791547076,13.4574056491934
"FUCA2",13.9005591198803,14.4335602472892,14.9775435472505,14.6865423998577,13.3272649162401,14.3601972267073,18.1251133305797,15.1664724745963,15.6219918338039,14.0559184324727,15.0270020859849,15.3179936435134,13.6540785184792,14.9028525200155,13.9638291650652,14.7269593418589
"HMCES",12.8062863289525,14.0809529710622,15.2734215753148,14.6788719922888,14.6643447288177,13.2520074288679,14.989416132997,14.190099146948,15.4471989536127,14.608525752288,14.5923520034142,14.7666090448151,14.2929904575493,13.4957983201353,13.8141776929395,14.274662492349
"IPO9",14.8653698505406,15.9800193608993,15.4506026581383,16.8498444478502,17.0695129202134,15.6981067834167,15.8126803113999,15.6994278676125,14.5324445689297,16.851645026981,16.6043647886853,16.0731731046314,15.9604486554256,15.5780295587939,15.113568683789,15.0259457797667
"RAB25",15.0927579828165,15.1281298385117,14.6987111923652,15.1281298385117,15.1281298385117,15.1281298385117,14.54575692073,13.4001686307048,16.4227868918169,15.1281298385117,15.1281298385117,15.1281298385117,15.1281298385117,15.7458227414514,16.0793289117373,15.2336197851219
"CEBPZ",15.2430603634226,14.6113244251987,15.9197208211774,13.8045741133238,14.5334800410593,14.3345958446396,15.6902216521714,14.6295998981834,15.2767117488076,14.844098575623,15.5942859537229,14.6980411805874,14.4396424244452,15.5116153806553,15.1473549799285,15.2706581602363
"MIB1",12.1465063826955,12.8298803970732,12.6149317561435,13.7679324005479,13.8076186114447,12.4095782165315,13.1813132000883,12.8966770210768,12.6756672885375,12.4134985807319,11.2428012387249,12.0423985999935,11.8589662540446,13.2407128976662,12.392221410381,13.9528355593878
"ARMT1",14.6693783868618,14.4870998146174,14.9521686021719,12.1684122574423,13.5354516414065,14.8527028347751,14.8702110321442,14.6770217410354,14.4558103974434,14.0292746428833,14.1556080627412,13.9373097142883,13.2649757683808,14.6545018170445,14.3632134823885,14.3840353833531
"AFG2B",12.3498337505276,12.9690636367898,11.213634085789,12.5050490354391,13.1873914259909,12.7006006480106,12.6171946065607,12.4888840801594,13.4912257094558,12.3564136095789,12.1708673706687,11.7236127941444,12.8848670593304,13.0663581980886,12.4679619850545,12.6587181773096
"RABL3",11.5317068763056,13.0677951975534,11.8644287963546,13.6550697915839,14.1176051952974,14.0898382483253,13.256884684394,14.1984224967719,13.8809881287949,10.3111751960546,14.2979006651486,11.9662780002313,10.8524295053418,14.1328391766886,13.2458418097263,13.2368822635351
"CSTF2T",12.3585108537182,13.5478621099936,14.1940995247206,13.8930527748522,14.0932743745928,13.7132820267963,13.2308923169508,14.0826153548245,14.6094807183418,14.5172317068606,11.8483216959195,14.0427015731336,12.32875794393,13.5933176142868,12.2785658358882,13.3543506671357
"APMAP",18.9596647571751,18.6768776050646,19.0958857452785,18.6627092940753,18.7858188678557,18.5276803662938,19.0563719832657,18.3302407480225,18.9727110326345,18.5535728650051,18.4598922886055,18.3002257528857,18.766981501438,18.2310669005674,18.3900149364982,19.3728050366435
"FXR2",13.9449686536021,14.5523478482716,13.4954773254339,15.3852036196287,15.0160028719229,15.4891561059645,13.1374528311546,13.896562893718,13.217850651169,15.4997175641951,14.0749717853762,14.2872370965907,14.3750598790327,13.7165333108158,14.9838841605871,13.5699734778675
"WIPF2",13.8484354751343,16.8784025196586,16.1189514263371,13.4949366503799,13.9253166909814,13.3920214524877,13.7464587919329,14.0194227529748,14.7473184630922,12.5186306368294,13.8677649942617,13.9557723201109,13.0573929862661,14.0334048483273,12.6522768766478,14.0161791686765
"BAG2",15.4147194971192,13.377650078294,15.7166782266129,16.9415210299011,16.7933345951504,17.0628898876037,15.1904097496152,16.1630671769113,15.2574781729985,15.3990833128338,17.2640995864045,17.0077518627359,17.0761518308034,16.0026239715825,15.9409802687823,15.470284583323
"EIF4G3",13.222565922322,15.5425071403413,13.1263222664889,15.6145689733895,15.1791350270329,14.6924381094346,14.0709942020279,13.881053530768,14.4789563188229,14.6139721291969,13.5391582310672,14.3297562595719,15.2918603189588,13.7465577438754,13.8351954897809,14.6764639994044
"PPP2R1A",18.5010483960507,17.7950127590928,17.8914865819969,17.7184955926089,17.0873971959877,17.6571758864868,17.4238916077056,19.0416763179342,17.7881681754797,17.1143530782292,17.7154008711997,17.5808349080528,17.9148648810247,17.6486361326202,18.3106577717365,18.3240277903962
"PSPC1",16.3569965821791,15.3958553302439,16.2593544708445,15.8856504201495,15.1217030501952,15.5271443161113,16.1532314627766,16.4098219635009,16.5670951287853,15.9387505195312,15.8397212574935,15.3930171680582,15.8641207283686,16.4826687857024,16.2159910928678,16.4867562528612
"EHMT2",14.2383139229825,13.3849065012593,13.1554801982396,11.4905841034733,13.0779803294063,13.348376843809,13.5536137758928,14.2336732923074,13.8042049259673,13.48487573606,13.2164210469027,11.4841952500131,9.88194349092939,13.7501263455306,13.880137169127,12.974195914925
